destination,rank,activity_name,category,affinity_score
"Kyoto, Kyoto Prefecture, Japan",2,Kota Kinabalu to Kota Kinab Airport: Departure Private Transfer,__unk__,0.8815
"Kyoto, Kyoto Prefecture, Japan",3,Kota Kinab. Airport to Kota Kinabalu - Arrival Private Transfer,__unk__,0.8815
"Kyoto, Kyoto Prefecture, Japan",4,Yoga tour in Jaipur,Indoor Activities,0.8788
"Kyoto, Kyoto Prefecture, Japan",5,Kota Kinabalu Park and Hot Spring Day Trip in Malaysia,__unk__,0.8776
"Kyoto, Kyoto Prefecture, Japan",6,Tambunan Rafflesia Rainforest Reserve Tour from Kota Kinabalu,__unk__,0.8761
"Kyoto, Kyoto Prefecture, Japan",7,Full-Day Hop-On Hop-Off Tour of Sigiriya from Kandy with Lunch,Cultural,0.876
"Kyoto, Kyoto Prefecture, Japan",8,Full-Day Tour from Bodrum to Ephesus,Cultural,0.8757
"Kyoto, Kyoto Prefecture, Japan",9,Private Transfer from Sepinggan Baru to Balikpapan Airport (BPN),__unk__,0.8754
"Kyoto, Kyoto Prefecture, Japan",10,Private Transfer from Balikpapan Airport (BPN) to Sumber Rejo,__unk__,0.8754
"Kyoto, Kyoto Prefecture, Japan",11,Private Transfer from Balikpapan Airport (BPN) to Klandasan Ilir,__unk__,0.8754
"Kyoto, Kyoto Prefecture, Japan",12,Private Transfer from Karang Rejo to Balikpapan Airport (BPN),__unk__,0.8754
"Kyoto, Kyoto Prefecture, Japan",13,Private Transfer from Balikpapan Airport (BPN) to Karang Rejo,__unk__,0.8754
"Kyoto, Kyoto Prefecture, Japan",14,Private Transfer from Balikpapan Airport (BPN) to Gunung Bahagia,__unk__,0.8754
"Kyoto, Kyoto Prefecture, Japan",15,Private Transfer from Balikpapan Airport (BPN) to Sepinggan,__unk__,0.8754
"Kyoto, Kyoto Prefecture, Japan",16,Private Transfer from Balikpapan City to Balikpapan Airport (BPN),__unk__,0.8754
"Kyoto, Kyoto Prefecture, Japan",17,Private Transfer from Sepinggan Raya to Balikpapan Airport (BPN),__unk__,0.8754
"Kyoto, Kyoto Prefecture, Japan",18,Private Transfer from Balikpapan Airport (BPN) to Sepinggan Baru,__unk__,0.8754
"Kyoto, Kyoto Prefecture, Japan",19,Private Transfer from Gunung Bahagia to Balikpapan Airport (BPN),__unk__,0.8754
"Kyoto, Kyoto Prefecture, Japan",20,Private Transfer from Damai Bahagia to Balikpapan Airport (BPN),__unk__,0.8754
"Cabo Velas, Guanacaste, Costa Rica",1,Full Pass - Ticket,Shows & Concerts,0.9348
"Cabo Velas, Guanacaste, Costa Rica",2,Canopy at Playa Blanca - Small Group Tour,Shows & Concerts,0.9337
"Cabo Velas, Guanacaste, Costa Rica",3,Jamwest Push Kart Adventure Experience Entry Ticket in Negril,__unk__,0.9326
"Cabo Velas, Guanacaste, Costa Rica",4,Private Transfer from Panama Port to Panama Tocumen Airport (PTY),Transport,0.9323
"Cabo Velas, Guanacaste, Costa Rica",5,Private Transfer from Panama Tocumen Airport (PTY) to Panama Port,Transport,0.9323
"Cabo Velas, Guanacaste, Costa Rica",6,Private Transfer from Tocumen Airport to Panama City,Transport,0.9323
"Cabo Velas, Guanacaste, Costa Rica",7,Private Airport Transfer to Panama City Hotels,Transport,0.9323
"Cabo Velas, Guanacaste, Costa Rica",8,Private PTY Airport Transfer to Panama City Hotels,Transport,0.9323
"Cabo Velas, Guanacaste, Costa Rica",9,Private Transfer from Panama City Hotels to Panama Cruise Port,Transport,0.9323
"Cabo Velas, Guanacaste, Costa Rica",10,Private Transfer from Panama Cruise Port to Panama City Hotels,Transport,0.9323
"Cabo Velas, Guanacaste, Costa Rica",11,Private Transfer Tocumen Airport - Shelter Bay Marina,Transport,0.9323
"Cabo Velas, Guanacaste, Costa Rica",12,Private Transfer from Panama Tocumen Airport to Playa Bonita or Gamboa,Transport,0.9322
"Cabo Velas, Guanacaste, Costa Rica",13,Private Transfer Tocumen Airport - Linton Bay Marina,Transport,0.9322
"Cabo Velas, Guanacaste, Costa Rica",14,Discover the Panama Canal: Miraflores Visitor Center Tour,Transport,0.9322
"Cabo Velas, Guanacaste, Costa Rica",15,Private transfer Panama City - Fort Amador Cruise Terminal,Transport,0.9322
"Cabo Velas, Guanacaste, Costa Rica",16,transportation airport tocumen pty panama,Transport,0.9322
"Cabo Velas, Guanacaste, Costa Rica",17,Private One-way Airport Transfer from Panamá to Tocumen Airport,Transport,0.9322
"Cabo Velas, Guanacaste, Costa Rica",18,Private Transfer: Panama City to Panama Pacifico Airport (BLB) by Luxury SUV,Transport,0.9322
"Cabo Velas, Guanacaste, Costa Rica",19,Arrival Private Transfer: Panama Pacifico Airport (BLB) to City by Luxury SUV,Transport,0.9322
"Cabo Velas, Guanacaste, Costa Rica",20,Private One-way Airport Transfer from Tocumen Airport to Panamá,Transport,0.9322
"New York, New York, United States of America",1,New York: Central Park Walking Personalized Self-Guided App Tour,Tour And Sight Seeing,0.9806
"New York, New York, United States of America",2,Manhattan Magic App Guided Stroll Through the Big Apple,Tour And Sight Seeing,0.9806
"New York, New York, United States of America",3,Lower East Side food tour,Tour And Sight Seeing,0.9803
"New York, New York, United States of America",4,The Chinatown Little Italy Food Tour,Tour And Sight Seeing,0.9803
"New York, New York, United States of America",5,Greenwich Village Food Tour,Tour And Sight Seeing,0.9803
"New York, New York, United States of America",6,New York City Walking Tour 3h30 and 22 audio reviews,Tour And Sight Seeing,0.9803
"New York, New York, United States of America",7,Visit New York at your own pace with no groups or schedules,Tour And Sight Seeing,0.9802
"New York, New York, United States of America",8,Private Audio Guided Walking Tour in New York,Tour And Sight Seeing,0.9801
"New York, New York, United States of America",9,New York: Wall Street Personalized Self-Guided App Tour,Tour And Sight Seeing,0.98
"New York, New York, United States of America",10,Midtown Mania: Must-See Marvels,Tour And Sight Seeing,0.9797
"New York, New York, United States of America",11,New York City Self Guided Audio Experience,Tour And Sight Seeing,0.9797
"New York, New York, United States of America",12,Stories of the Upper West Side: Self-Guided Puzzle Walk,Tour And Sight Seeing,0.9796
"New York, New York, United States of America",13,Central Park NYC Murder Mystery Outdoor Detective Escape Game,Tour And Sight Seeing,0.9796
"New York, New York, United States of America",14,New York City Self-Guided Audio Tour,Tour And Sight Seeing,0.9795
"New York, New York, United States of America",15,Private Times Square Walking Tour,Tour And Sight Seeing,0.9794
"New York, New York, United States of America",16,Hikes in New York: Little Stony Point,Tour And Sight Seeing,0.9791
"New York, New York, United States of America",17,New York's Hidden Gems: Self-Guided City Tour,Tour And Sight Seeing,0.979
"New York, New York, United States of America",18,Movie Magic in Central Park: Self-Guided Puzzle Adventure,Tour And Sight Seeing,0.979
"New York, New York, United States of America",19,DC to NYC via Philadelphia Intercity Sightseeing Tour,Tour And Sight Seeing,0.979
"New York, New York, United States of America",20,Brooklyn Bridge Self-Guided Bike or Walking Tour Application,Tour And Sight Seeing,0.979
"Busan, South Korea",1,5 Days Private Bangladesh Tour Tea & Rainforest,Tour And Sight Seeing,0.9324
"Busan, South Korea",2,"9 Day World Heritage Tour in Bangladesh Dhaka, Sundarbans",Tour And Sight Seeing,0.9323
"Busan, South Korea",3,Bangladesh Highlights: Discover the Gems of Bangladesh,Tour And Sight Seeing,0.9323
"Busan, South Korea",4,Tailor Made 15 Days Best Bangladesh Panoramic Tour,Tour And Sight Seeing,0.9318
"Busan, South Korea",5,Private Luxury Varendra Odyssey – 3 Day Tour,Tour And Sight Seeing,0.9318
"Busan, South Korea",6,Private 9 Days Bangladesh Family Tour with Hill Tracts and Beach,Tour And Sight Seeing,0.9316
"Busan, South Korea",7,"Best Private Bangladesh Heritage Tour, Exclusive Guide and Car",Tour And Sight Seeing,0.9316
"Busan, South Korea",8,9 Days Customizable North Bengal Highlights with Private Guide,Tour And Sight Seeing,0.9315
"Busan, South Korea",9,5-Day Sightseeing Tour in Srimangal and Sylhet,Tour And Sight Seeing,0.9314
"Busan, South Korea",10,Private Tour: 5 Days - Bangladesh Nature & Culture Tour - North-eastern part,Tour And Sight Seeing,0.9312
"Busan, South Korea",11,4-Days Bangladesh World Heritage Private Tour: North Bengal,Tour And Sight Seeing,0.9312
"Busan, South Korea",12,10 Days Bangladesh Private Tour,Tour And Sight Seeing,0.9308
"Busan, South Korea",13,Discover Ancient North in Bangladesh ( Seven Days),Tour And Sight Seeing,0.9308
"Busan, South Korea",14,Footsteps of Buddha Tour,Tour And Sight Seeing,0.9306
"Busan, South Korea",15,5 Days Smiley Bangladesh Tour: Historical Dhaka and The Beautiful Barisal,Tour And Sight Seeing,0.9304
"Busan, South Korea",16,Buddhist Tour From The Birth To Death,Tour And Sight Seeing,0.9304
"Busan, South Korea",17,Sundarbans Excursion With Rocket Steamer,Tour And Sight Seeing,0.9303
"Busan, South Korea",18,Sundarban and Bagerhat Tour in a Different Way - Community Based,Tour And Sight Seeing,0.93
"Busan, South Korea",19,Private Tour: 4 Days - Bangladesh Life & Cultural Tour - The Ganges Delta Life,Tour And Sight Seeing,0.9297
"Busan, South Korea",20,9-Day World Heritage and Historical Places Tours In Bangladesh,Tour And Sight Seeing,0.9288
"Split, Split-Dalmatia, Croatia",1,Full Day Trip to Chefchaouen and Tangier,Cruises & Sailing,0.9114
"Split, Split-Dalmatia, Croatia",2,Camel Ride on Tangier Beach,Cruises & Sailing,0.9114
"Split, Split-Dalmatia, Croatia",3,Private Above and Beyond Tour in Tangier,Cruises & Sailing,0.9113
"Split, Split-Dalmatia, Croatia",4,Tangier Day Trip from Tarifa including Camel Ride,Cruises & Sailing,0.9112
"Split, Split-Dalmatia, Croatia",5,From Tangier: Private & Unforgettable Chefchaouen City Tour,Cruises & Sailing,0.9112
"Split, Split-Dalmatia, Croatia",6,Tangier unique full day tour,Cruises & Sailing,0.911
"Split, Split-Dalmatia, Croatia",7,"Tarifa to Tangier Private Tour :ferry ticket, lunch & camel ride",Cruises & Sailing,0.9108
"Split, Split-Dalmatia, Croatia",8,Private Tangier Quad Bike Camel Ride Dinner Show,Cruises & Sailing,0.9107
"Split, Split-Dalmatia, Croatia",9,Tangier Day Trip: Explore the City’s Culture and History,Cruises & Sailing,0.9106
"Split, Split-Dalmatia, Croatia",10,Ramoji Film City Tour Premium Experience,Tour And Sight Seeing,0.9106
"Split, Split-Dalmatia, Croatia",11,Hyderabad Classic Half Day Tour Snacks & Drinks Included,Tour And Sight Seeing,0.9105
"Split, Split-Dalmatia, Croatia",12,Nizam palaces tour Royal history of Hyderabad,Tour And Sight Seeing,0.9105
"Split, Split-Dalmatia, Croatia",13,full day private tour of tangier from the cruise ship pick up,Cruises & Sailing,0.9104
"Split, Split-Dalmatia, Croatia",14,"Guided Tour Of Falaknuma Palace, Hyderabad With High Tea",Tour And Sight Seeing,0.9104
"Split, Split-Dalmatia, Croatia",15,Exclusive Tangier Experience Quad Bike Camel Ride and Dinner Show,Cruises & Sailing,0.9104
"Split, Split-Dalmatia, Croatia",16,Private Guided Tour at the Three Temples of Hyderabad,Tour And Sight Seeing,0.9101
"Split, Split-Dalmatia, Croatia",17,2 Days Tangier and Fes,Cruises & Sailing,0.9101
"Split, Split-Dalmatia, Croatia",18,Srisailam Temple full day excursion tour,Tour And Sight Seeing,0.9101
"Split, Split-Dalmatia, Croatia",19,Market Visit and Cooking Class in Pune,Tour And Sight Seeing,0.9101
"Split, Split-Dalmatia, Croatia",20,Bluefin Tuna Charter,Cruises & Sailing,0.91
"Samarkand, Samarkand Region, Uzbekistan",1,Banana/Donut Ride in JBR,Outdoor Activities,0.9044
"Samarkand, Samarkand Region, Uzbekistan",2,Dubai Fountain Show Traditional Boat Lake Ride Ticket,Outdoor Activities,0.9041
"Samarkand, Samarkand Region, Uzbekistan",3,"Dubai Evening Red Dune Safari With 30 Mins ATV, BBQ, Live Shows",Outdoor Activities,0.904
"Samarkand, Samarkand Region, Uzbekistan",4,Dubai Fountain Show and Abra Lake Ride Tickets,Outdoor Activities,0.904
"Samarkand, Samarkand Region, Uzbekistan",5,Dubai Flying Cup At JBR Beach Admission Ticket,Outdoor Activities,0.9038
"Samarkand, Samarkand Region, Uzbekistan",6,Banana Boat Ride in Dubai Marina,Outdoor Activities,0.9036
"Samarkand, Samarkand Region, Uzbekistan",7,Go on a Thrilling Inflatable Ride in Dubai Marina,Outdoor Activities,0.9034
"Samarkand, Samarkand Region, Uzbekistan",8,The Dubai Balloon at Atlantis Tickets with Options,Outdoor Activities,0.9034
"Samarkand, Samarkand Region, Uzbekistan",9,10 Minutes Balloon Ride in Dubai,Outdoor Activities,0.9033
"Samarkand, Samarkand Region, Uzbekistan",10,Donut Boat Ride in Dubai Marina,Outdoor Activities,0.9032
"Samarkand, Samarkand Region, Uzbekistan",11,Experience Dubai from Sky - The Dubai Balloon at Atlantis,Outdoor Activities,0.9029
"Samarkand, Samarkand Region, Uzbekistan",12,Small-Group Fly Fish Experience in Dubai Marina,Outdoor Activities,0.9029
"Samarkand, Samarkand Region, Uzbekistan",13,Jet Ski Tour in Dubai duration 30min Burj Al Arab,Outdoor Activities,0.9028
"Samarkand, Samarkand Region, Uzbekistan",14,"Dubai Jetski: Burj Al Arab, Atlantis the Royal, Atlantis & Palm",Outdoor Activities,0.9027
"Samarkand, Samarkand Region, Uzbekistan",15,Wakeboard Experience in Dubai,Outdoor Activities,0.9027
"Samarkand, Samarkand Region, Uzbekistan",16,Jet Ski,Outdoor Activities,0.9024
"Samarkand, Samarkand Region, Uzbekistan",17,Banana Boat Ride Dubai,Outdoor Activities,0.9023
"Samarkand, Samarkand Region, Uzbekistan",18,Flyboard ride in Dubai duration 30min,Outdoor Activities,0.9023
"Samarkand, Samarkand Region, Uzbekistan",19,Private Parasailing over the Jumeirah Beach,Outdoor Activities,0.9022
"Samarkand, Samarkand Region, Uzbekistan",20,Dubai Discover Scuba Diving Adventure,Outdoor Activities,0.9021
"Agra, Uttar Pradesh, India",1,Watch Bollywood Movie with Dinner in Agra,Tour And Sight Seeing,0.9937
"Agra, Uttar Pradesh, India",2,専用車でアグラ城とタージ・マハルを観光,Tour And Sight Seeing,0.9937
"Agra, Uttar Pradesh, India",3,Agra Skip the Line Tour Taj Mahal and Agra Fort with Hotel Pickup,Tour And Sight Seeing,0.9937
"Agra, Uttar Pradesh, India",4,Indian Home Visit Cooking Demo,Tour And Sight Seeing,0.9937
"Agra, Uttar Pradesh, India",5,Private 6 Hours: Agra Temples and Spiritual Sites Tour,Tour And Sight Seeing,0.9937
"Agra, Uttar Pradesh, India",6,Fatehpur Sikri Private Half Day Tour,Tour And Sight Seeing,0.9937
"Agra, Uttar Pradesh, India",7,Agra: Half Day Tour of Taj Mahal and Agra Fort with Transfers,Tour And Sight Seeing,0.9937
"Agra, Uttar Pradesh, India",8,Private Taj Mahal Guided Tour in Agra – Skip-the-Line Experience,Tour And Sight Seeing,0.9937
"Agra, Uttar Pradesh, India",9,Tour guide for Tajmahal,Tour And Sight Seeing,0.9936
"Agra, Uttar Pradesh, India",10,Private Half Day Taj Mahal Tour by Tuktuk,Tour And Sight Seeing,0.9936
"Agra, Uttar Pradesh, India",11,Taj Mahal and Agra Fort Tour By Car From Agra,Tour And Sight Seeing,0.9936
"Agra, Uttar Pradesh, India",12,Half day Fatehpur sikri tour with Guide,Tour And Sight Seeing,0.9936
"Agra, Uttar Pradesh, India",13,Heritage Walk Tour Agra,Tour And Sight Seeing,0.9936
"Agra, Uttar Pradesh, India",14,Half-Day Agra Tour visit Mother Teresa's Missionaries of Charity and Shopping,Tour And Sight Seeing,0.9936
"Agra, Uttar Pradesh, India",15,Taj Mahal Sunrise or Sunset Tour with Optional Lunch,Tour And Sight Seeing,0.9936
"Agra, Uttar Pradesh, India",16,Half Day Agra City Tour,Tour And Sight Seeing,0.9936
"Agra, Uttar Pradesh, India",17,Private Half-Day Guided Tour of Taj Mahal and Agra Fort from Agra,Tour And Sight Seeing,0.9936
"Agra, Uttar Pradesh, India",18,Half-Day Walking Guided Tour To Taj Mahal And Old City Agra Boutique,Tour And Sight Seeing,0.9936
"Agra, Uttar Pradesh, India",19,Half Day : Taj Mahal and Agra Fort Tour from Agra,Tour And Sight Seeing,0.9936
"Agra, Uttar Pradesh, India",20,Taj Mahal Skip the Line Tickets,Tour And Sight Seeing,0.9936
"Venice, Veneto, Italy",1,The Best of Balchik Private Walking tour,Tour And Sight Seeing,0.9619
"Venice, Veneto, Italy",2,Balchik Palace Walking Tour with Highlights,Tour And Sight Seeing,0.9614
"Venice, Veneto, Italy",3,Luxury Night Bosphorus-View Tavern and Belly Dance in Istanbul,Culinary,0.961
"Venice, Veneto, Italy",4,Picturesque Christmas Private Tour in Balchik,Tour And Sight Seeing,0.9604
"Venice, Veneto, Italy",5,Lovey-Dovey Romantic Private Walking Tour in Balchik,Tour And Sight Seeing,0.9604
"Venice, Veneto, Italy",6,Bulgaria Classical Round Tour,Tour And Sight Seeing,0.9601
"Venice, Veneto, Italy",7,The best of Sveti-Vlas Private walking tour,Tour And Sight Seeing,0.9591
"Venice, Veneto, Italy",8,Private Bucharest Beer Tour,Culinary,0.959
"Venice, Veneto, Italy",9,Romanian Wine Tasting,Culinary,0.9587
"Venice, Veneto, Italy",10,Private Romanian Wine Tasting in Urlați,Culinary,0.9587
"Venice, Veneto, Italy",11,Full Day Private Sightseeing Tour to the North of Varna,Tour And Sight Seeing,0.958
"Venice, Veneto, Italy",12,"Superb Jeep Safari from Sunny beach, Nessebar, St. Vlas & Pomorie",Tour And Sight Seeing,0.958
"Venice, Veneto, Italy",13,Cooking Class in Transylvania - Day Tour from Bucharest,Culinary,0.9578
"Venice, Veneto, Italy",14,Road Trip Bulgaria™: Self-Drive Audio Guided Tour to the North Coast of BG,Tour And Sight Seeing,0.9577
"Venice, Veneto, Italy",15,Unique Boat Trip Experience from Varna,Tour And Sight Seeing,0.9577
"Venice, Veneto, Italy",16,UNESCO World Heritage Site Tour in Bulgaria,Tour And Sight Seeing,0.9573
"Venice, Veneto, Italy",17,"Scenic Flight Tour above Rila Monastery, 7 Lakes and Spa",Tour And Sight Seeing,0.9569
"Venice, Veneto, Italy",18,Private Horse Riding Tour To the Perelik Top in Smolyan,Tour And Sight Seeing,0.9568
"Venice, Veneto, Italy",19,SOFIA hidden gems and traditional Bulgarian Banitsa tasting,Tour And Sight Seeing,0.9567
"Venice, Veneto, Italy",20,Immerse in Bucharest: Private Tour and Home-Cooked Delights,Culinary,0.9566
"Berlin, Germany",1,Airport transfers,Transport,0.9327
"Berlin, Germany",2,Motorbike Rental İn Cappadocia,Transport,0.9312
"Berlin, Germany",3,Tetysblu Theme Park Daily Entrance,Outdoor Activities,0.9301
"Berlin, Germany",4,Private Tour to Tbilisi through Sanahin and Haghpat Monasteries,Transport,0.9294
"Berlin, Germany",5,Rent a Mobility Scooter in Istanbul Per Day,Transport,0.9283
"Berlin, Germany",6,Manual Wheelchair Rental (Per Day),Transport,0.9277
"Berlin, Germany",7,Istanbul Luggage Storage,Transport,0.9271
"Berlin, Germany",8,"Private tour to Khor Virap, Noravank, and Tatev with cable car.",Transport,0.927
"Berlin, Germany",9,Istanbul Electric Wheelchair Rental Per Day,Transport,0.9263
"Berlin, Germany",10,Garanohur Lake Hiking in Shahdag National Park,Transport,0.9251
"Berlin, Germany",11,Plaza Premium Lounge - Domestic Departures,Transport,0.9247
"Berlin, Germany",12,Horse back riding in mountains,Outdoor Activities,0.9247
"Berlin, Germany",13,"Wine Tour to Ijevan Wine-Brandy Factory, Lake Sevan, Haghartsin",Transport,0.9237
